Instance                      Max Toggles   Total Toggles   Internal   Switching     Leakage       Total  Percentage    Cell
                              Input Pins    Output Pins     Power      Power         Power         Power  (%)           Name
----------------------------------------------------------------------------------------------------------------------------
reg_DOUT_data_out_reg_9_         1.65e+08        1.65e+08   0.001195   0.0003642   8.565e-05    0.001645      0.4138    DFFR_X1
reg_DOUT_data_out_reg_8_         1.65e+08        1.65e+08   0.001189   0.0003549   8.565e-05     0.00163      0.4099    DFFR_X1
reg_DOUT_data_out_reg_10_        1.65e+08        1.65e+08   0.001195    0.000349   8.565e-05    0.001629      0.4098    DFFR_X1
reg_DOUT_data_out_reg_11_        1.65e+08        1.65e+08   0.001194   0.0003389   8.565e-05    0.001619      0.4072    DFFR_X1
reg_DOUT_data_out_reg_13_        1.65e+08        1.65e+08   0.001194   0.0003225   8.565e-05    0.001602      0.4029    DFFR_X1
reg_DOUT_data_out_reg_12_        1.65e+08        1.65e+08   0.001194   0.0003124   8.565e-05    0.001592      0.4003    DFFR_X1
del_data_out_reg_0_              1.65e+08        1.65e+08   0.001161   0.0001981   8.565e-05    0.001445      0.3635    DFFR_X1
reg_DOUT_data_out_reg_6_         1.65e+08       1.335e+08   0.001009   0.0003457   8.565e-05     0.00144      0.3622    DFFR_X1
reg_DOUT_data_out_reg_4_         1.65e+08       8.462e+07  0.0007642   0.0002121   8.565e-05    0.001062      0.2671    DFFR_X1
reg_in_data_out_reg_13_          1.65e+08       5.157e+07  0.0006009   0.0002787   8.565e-05   0.0009653      0.2428    DFFR_X1
reg_in_data_out_reg_10_          1.65e+08       5.157e+07  0.0005998    0.000161   8.565e-05   0.0008465      0.2129    DFFR_X1
reg_in_data_out_reg_2_           1.65e+08       5.157e+07  0.0005998   0.0001605   8.565e-05    0.000846      0.2128    DFFR_X1
reg_in_data_out_reg_3_           1.65e+08       5.157e+07  0.0005998     0.00016   8.565e-05   0.0008454      0.2126    DFFR_X1
reg_in_data_out_reg_5_           1.65e+08       5.157e+07  0.0005998   0.0001576   8.565e-05    0.000843       0.212    DFFR_X1
reg_in_data_out_reg_9_           1.65e+08       5.157e+07  0.0005998   0.0001575   8.565e-05   0.0008429       0.212    DFFR_X1
reg_in_data_out_reg_8_           1.65e+08       5.157e+07  0.0005998   0.0001574   8.565e-05   0.0008428       0.212    DFFR_X1
reg_in_data_out_reg_12_          1.65e+08       5.157e+07  0.0005998   0.0001572   8.565e-05   0.0008427      0.2119    DFFR_X1
reg_in_data_out_reg_6_           1.65e+08       5.157e+07  0.0005997   0.0001566   8.565e-05    0.000842      0.2118    DFFR_X1
reg_in_data_out_reg_4_           1.65e+08       5.157e+07  0.0005997   0.0001549   8.565e-05   0.0008403      0.2113    DFFR_X1
reg_in_data_out_reg_11_          1.65e+08       5.157e+07  0.0005997   0.0001545   8.565e-05   0.0008398      0.2112    DFFR_X1
reg_in_data_out_reg_7_           1.65e+08       5.157e+07  0.0005997   0.0001542   8.565e-05   0.0008395      0.2111    DFFR_X1
reg_in_data_out_reg_1_           1.65e+08       5.157e+07  0.0005997   0.0001533   8.565e-05   0.0008386      0.2109    DFFR_X1
reg_in_data_out_reg_0_           1.65e+08       5.157e+07   0.000598      0.0001   8.565e-05   0.0007836      0.1971    DFFR_X1
reg_DOUT_data_out_reg_0_         1.65e+08       2.145e+07  0.0006302   5.293e-05   8.208e-05   0.0007652      0.1924    DFFR_X1
reg_DOUT_data_out_reg_2_         1.65e+08       2.145e+07  0.0006301   5.185e-05   8.208e-05    0.000764      0.1922    DFFR_X1
reg_DOUT_data_out_reg_3_         1.65e+08       2.145e+07    0.00063   4.912e-05   8.208e-05   0.0007612      0.1914    DFFR_X1
reg_DOUT_data_out_reg_1_         1.65e+08       2.145e+07  0.0006298   4.339e-05   8.208e-05   0.0007553        0.19    DFFR_X1
reg_VOUT_data_out_reg            1.65e+08         3.3e+07  0.0004614   6.544e-05   8.621e-05   0.0006131      0.1542    DFFR_X1
reg_VOUT_int_data_out_reg        1.65e+08         3.3e+07  0.0004613   6.133e-05   8.621e-05   0.0006089      0.1531    DFFR_X1
----------------------------------------------------------------------------------------------------------------------------
Total                                                        0.03023     0.01164     0.00307     0.04494        11.3    

 
 
Master Clock Power including generated clocks
--------------------------------------------------------------------------------
MY_CLK has total 36 instances
generated clocks: 
                        0.03023     0.01164     0.00307    0.04494       11.3%
--------------------------------------------------------------------------------
Clock network has total 36 instances
                        0.03023     0.01164     0.00307    0.04494       11.3%


Total Power 
-----------------------------------------------------------------------------------------
Total Internal Power:        0.21082533 	   53.0243%
Total Switching Power:       0.16840223 	   42.3545%
Total Leakage Power:         0.01837380 	    4.6212%
Total Power:                 0.39760136 
-----------------------------------------------------------------------------------------


Hierarchy                       Internal   Switching     Leakage       Total  Percentage 
                                Power      Power         Power         Power  (%)        
-----------------------------------------------------------------------------------------


Net                               Toggle Capacitance     Voltage       Power  Percentage 
-----------------------------------------------------------------------------------------
v[5]                               2e+08   1.635e-14         1.1    0.001978      0.4976 
v[3]                               2e+08   1.624e-14         1.1    0.001964      0.4941 
ff_b0[13]                          2e+08   1.607e-14         1.1    0.001945      0.4891 
moltb0_mult_17_n147                2e+08   1.539e-14         1.1    0.001862      0.4684 
moltb0_mult_17_n155                2e+08   1.533e-14         1.1    0.001854      0.4664 
v[1]                           1.556e+08   1.744e-14         1.1    0.001642       0.413 
add_sx_n23                     1.556e+08    1.74e-14         1.1    0.001637      0.4118 
moltb0_mult_17_n157                2e+08   1.287e-14         1.1    0.001557      0.3916 
moltb0_mult_17_n146                2e+08   1.264e-14         1.1    0.001529      0.3846 
FE_DBTN3_v_old_0               8.251e+07   2.949e-14         1.1    0.001472      0.3702 
v_old[5]                       8.251e+07   2.805e-14         1.1      0.0014      0.3521 
v_old[3]                       8.251e+07    2.75e-14         1.1    0.001373      0.3453 
v_old[1]                       8.251e+07   2.717e-14         1.1    0.001356      0.3411 
ff[13]                             2e+08   9.964e-15         1.1    0.001206      0.3032 
add_sx_n34                         2e+08   9.806e-15         1.1    0.001187      0.2984 
fb[13]                             2e+08   9.291e-15         1.1    0.001124      0.2827 
moltb0_mult_17_n148            1.556e+08   1.135e-14         1.1    0.001068      0.2686 
molta1_mult_17_n147            1.031e+08   1.628e-14         1.1    0.001016      0.2555 
molta1_mult_17_n155            1.031e+08   1.607e-14         1.1    0.001003      0.2522 
ff_b0[12]                          2e+08   8.188e-15         1.1   0.0009908      0.2492 
ff_b0[11]                          2e+08   8.159e-15         1.1   0.0009872      0.2483 
moltb1_mult_17_n147            1.031e+08   1.569e-14         1.1   0.0009793      0.2463 
moltb1_mult_17_n155            1.031e+08   1.556e-14         1.1   0.0009711      0.2442 
ff_b0[7]                           2e+08   8.017e-15         1.1     0.00097       0.244 
ff_b0[9]                           2e+08   7.992e-15         1.1    0.000967      0.2432 
ff_b0[8]                           2e+08   7.832e-15         1.1   0.0009477      0.2383 
ff_b0[6]                           2e+08   7.816e-15         1.1   0.0009457      0.2379 
ff_b0[10]                          2e+08   7.816e-15         1.1   0.0009457      0.2379 
ff_b0[5]                       1.945e+08   8.007e-15         1.1   0.0009421      0.2369 
add_sx_n32                         2e+08   7.697e-15         1.1   0.0009314      0.2343 
add_sx_sub_16_n2                   2e+08   7.552e-15         1.1   0.0009138      0.2298 
v[4]                               2e+08   7.488e-15         1.1    0.000906      0.2279 
add_dx_sub_16_n2                   2e+08   7.324e-15         1.1   0.0008862      0.2229 
ff_b0[4]                       1.556e+08   8.727e-15         1.1   0.0008214      0.2066 
molta1_mult_17_n146            1.031e+08   1.293e-14         1.1    0.000807       0.203 
ff[9]                              2e+08   6.642e-15         1.1   0.0008036      0.2021 
moltb1_mult_17_n146            1.031e+08   1.278e-14         1.1   0.0007974      0.2006 
ff[12]                             2e+08   6.581e-15         1.1   0.0007963      0.2003 
molta1_mult_17_n157            1.031e+08   1.276e-14         1.1   0.0007961      0.2002 
moltb1_mult_17_n157            1.031e+08   1.271e-14         1.1   0.0007929      0.1994 
ff[7]                              2e+08   6.447e-15         1.1   0.0007801      0.1962 
ff[8]                              2e+08   6.403e-15         1.1   0.0007747      0.1949 
ff[10]                             2e+08   6.342e-15         1.1   0.0007673       0.193 
fb[8]                              2e+08   6.258e-15         1.1   0.0007572      0.1904 
v[2]                           1.734e+08    7.19e-15         1.1   0.0007543      0.1897 
fb[11]                             2e+08    6.23e-15         1.1   0.0007538      0.1896 
fb[7]                              2e+08   6.179e-15         1.1   0.0007477      0.1881 
ff[11]                             2e+08   6.106e-15         1.1   0.0007388      0.1858 
fb[9]                              2e+08   6.079e-15         1.1   0.0007356       0.185 
fb[10]                             2e+08   5.941e-15         1.1   0.0007189      0.1808 
fb[12]                             2e+08   5.905e-15         1.1   0.0007145      0.1797 
moltb0_mult_17_n17                 2e+08   5.774e-15         1.1   0.0006986      0.1757 
molta1_mult_17_n148            8.251e+07   1.309e-14         1.1   0.0006533      0.1643 
FE_DBTN1_v_old_3               8.251e+07   1.264e-14         1.1    0.000631      0.1587 
moltb1_mult_17_n148            8.251e+07    1.24e-14         1.1    0.000619      0.1557 
moltb0_mult_17_n142                2e+08   4.511e-15         1.1   0.0005458      0.1373 
add_sx_n36                     1.556e+08   5.412e-15         1.1   0.0005094      0.1281 
moltb0_mult_17_n14                 2e+08   4.195e-15         1.1   0.0005076      0.1277 
molta1_mult_17_n20                 2e+08   4.187e-15         1.1   0.0005066      0.1274 
moltb0_mult_17_n20                 2e+08   4.158e-15         1.1   0.0005031      0.1265 
moltb0_mult_17_n16                 2e+08    4.15e-15         1.1   0.0005022      0.1263 
fb[5]                          1.289e+08   6.419e-15         1.1   0.0005006      0.1259 
moltb0_mult_17_n28                 2e+08   4.099e-15         1.1   0.0004959      0.1247 
moltb1_mult_17_n16                 2e+08   4.091e-15         1.1    0.000495      0.1245 
moltb0_mult_17_n44                 2e+08   4.077e-15         1.1   0.0004933      0.1241 
moltb0_mult_17_n171                2e+08   4.075e-15         1.1   0.0004931       0.124 
moltb0_mult_17_n13                 2e+08   4.066e-15         1.1    0.000492      0.1237 
moltb1_mult_17_n24                 2e+08   4.051e-15         1.1   0.0004902      0.1233 
moltb0_mult_17_n24                 2e+08   4.037e-15         1.1   0.0004885      0.1229 
ff[6]                          1.289e+08   6.239e-15         1.1   0.0004866      0.1224 
molta1_mult_17_n16                 2e+08   4.002e-15         1.1   0.0004842      0.1218 
moltb0_mult_17_n135                2e+08    3.99e-15         1.1   0.0004827      0.1214 
moltb1_mult_17_n20                 2e+08   3.982e-15         1.1   0.0004818      0.1212 
moltb0_mult_17_n30                 2e+08   3.944e-15         1.1   0.0004772        0.12 
molta1_mult_17_n24                 2e+08   3.942e-15         1.1    0.000477        0.12 
fb[6]                          1.289e+08   6.115e-15         1.1    0.000477        0.12 
moltb0_mult_17_n56             1.945e+08    4.04e-15         1.1   0.0004753      0.1195 
add_sx_sub_16_n3                   2e+08    3.92e-15         1.1   0.0004744      0.1193 
moltb0_mult_17_n51                 2e+08   3.884e-15         1.1     0.00047      0.1182 
moltb0_mult_17_n59             1.945e+08   3.985e-15         1.1   0.0004688      0.1179 
molta1_mult_17_n17             1.289e+08   5.981e-15         1.1   0.0004665      0.1173 
moltb0_mult_17_n45                 2e+08   3.841e-15         1.1   0.0004648      0.1169 
add_sx_sub_16_n6                   2e+08    3.81e-15         1.1    0.000461      0.1159 
moltb0_mult_17_n27                 2e+08   3.799e-15         1.1   0.0004597      0.1156 
add_sx_sub_16_n4                   2e+08   3.759e-15         1.1   0.0004549      0.1144 
FE_OFN0_Vout_int                1.65e+07   4.543e-14         1.1   0.0004536      0.1141 
moltb0_mult_17_n158                2e+08   3.741e-15         1.1   0.0004527      0.1139 
moltb1_mult_17_n15                 2e+08   3.735e-15         1.1   0.0004519      0.1137 
add_dx_sub_16_n3                   2e+08   3.724e-15         1.1   0.0004507      0.1133 
moltb0_mult_17_n53                 2e+08   3.722e-15         1.1   0.0004504      0.1133 
moltb0_mult_17_n172                2e+08   3.716e-15         1.1   0.0004496      0.1131 
add_dx_sub_16_n7                   2e+08   3.689e-15         1.1   0.0004463      0.1123 
moltb0_mult_17_n132                2e+08   3.682e-15         1.1   0.0004455      0.1121 
add_dx_sub_16_n8                   2e+08   3.675e-15         1.1   0.0004446      0.1118 
moltb0_mult_17_n23                 2e+08   3.674e-15         1.1   0.0004445      0.1118 
add_dx_sub_16_n4                   2e+08   3.674e-15         1.1   0.0004445      0.1118 
moltb0_mult_17_n15                 2e+08   3.664e-15         1.1   0.0004433      0.1115 
add_sx_sub_16_n7                   2e+08   3.663e-15         1.1   0.0004433      0.1115 
moltb0_mult_17_n19                 2e+08   3.663e-15         1.1   0.0004432      0.1115 
moltb0_mult_17_n138            1.945e+08    3.76e-15         1.1   0.0004424      0.1113 
molta1_mult_17_n15                 2e+08   3.655e-15         1.1   0.0004422      0.1112 
molta1_mult_17_n19             1.973e+08   3.702e-15         1.1   0.0004419      0.1111 
add_sx_sub_16_n5                   2e+08    3.65e-15         1.1   0.0004417      0.1111 
moltb0_mult_17_n58             1.945e+08   3.746e-15         1.1   0.0004407      0.1108 
moltb0_mult_17_n48                 2e+08   3.633e-15         1.1   0.0004396      0.1106 
add_dx_sub_16_n5                   2e+08   3.616e-15         1.1   0.0004376      0.1101 
add_sx_sub_16_n8                   2e+08   3.612e-15         1.1   0.0004371      0.1099 
